codigo,placa,linha,latitude,longitude,velocidade,sentido,trajeto,timestamp
903060,,17,-22.911355,-43.589654,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],2023-07-18 13:22:56
903063,,17,-22.922314,-43.679652,7.7,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],2023-07-18 13:23:07
901000,,22,-22.964496,-43.391768,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],2023-07-18 12:36:16
902113,,35,-22.994784,-43.365928,9.2,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 13:23:06
902118,,35,-23.000611,-43.365344,0.0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],2023-07-18 13:07:32
902117,,35,-22.959377,-43.386327,52.0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],2023-07-18 13:23:03
901052,,40,-22.964533,-43.391961,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 12:51:09
901056,,22,-23.000092,-43.347481,29.5,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],2023-07-18 13:23:13
901044,,22,-23.000875,-43.367642,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],2023-07-18 12:57:54
903033,,42,-22.877784,-43.336467,0.0,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],2023-07-18 13:23:07
902049,,46,-22.852821,-43.312893,0.0,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:23:00
902020,,46,-22.923603,-43.373907,0.0,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:23:07
902022,,46,-22.843151,-43.270368,26.7,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:22:56
901092,,22,-23.006679,-43.311733,0.0,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],2023-07-18 13:23:11
901093,,51,-22.853395,-43.386105,27.9,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],2023-07-18 13:23:11
902023,,46,-22.854162,-43.251686,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:10:30
902059,,43,-22.965702,-43.391326,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 12:33:15
902056,,46,-22.870335,-43.335571,7.0,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:23:15
901091,,53,-22.999758,-43.368869,40.7,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],2023-07-18 13:21:13
901096,,51,-23.008411,-43.439898,0.0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],2023-07-18 13:23:13
901086,,53,-23.000987,-43.367723,0.0,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2023-07-18 12:55:47
902032,,46,-22.841264,-43.276254,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:01
902024,,43,-22.96575,-43.39136,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 12:40:44
901094,,51,-22.893125,-43.400006,63.4,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],2023-07-18 13:22:59
902027,,41,-23.008289,-43.440371,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],2023-07-18 13:01:57
902031,,46,-22.89203,-43.348204,0.1,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:14
902028,,43,-23.001305,-43.365222,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 13:22:43
902029,,43,-22.839847,-43.240079,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 12:16:40
902018,,40,-22.964921,-43.392036,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 12:58:12
902046,,43,-22.965643,-43.391803,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 13:11:16
12715,,13,-23.002105,-43.36557,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],2023-07-18 11:38:33
902010,,41,-22.958258,-43.382279,0.0,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],2023-07-18 13:23:13
902026,,46,-22.924638,-43.373934,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:21:16
901089,,53,-23.000716,-43.367725,0.0,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2023-07-18 13:17:19
86850,,14,-23.008182,-43.442758,0.0,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA,2023-05-03 12:22:53
901062,,51,-23.004515,-43.434711,56.5,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],2023-07-18 13:23:07
902033,,43,-22.839776,-43.240221,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 12:43:20
902053,,41,-23.008359,-43.440582,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],2023-07-18 12:27:57
902035,,46,-22.97246,-43.401627,0.0,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 12:48:34
E902000,,41,-22.877599,-43.336926,0.0,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],2023-07-18 13:22:57
901067,,22,-23.006627,-43.314523,0.0,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],2023-07-18 12:26:22
E902004,,41,-23.008593,-43.440728,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],2023-07-18 13:23:09
12713,,18,-23.006716,-43.313135,0.0,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],2023-07-18 11:30:16
12705,,12,-22.965993,-43.647543,18.6,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:13:36
902062,,41,-22.87851,-43.341001,0.0,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],2023-07-18 13:18:42
902048,,43,-22.964604,-43.391754,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 12:23:52
44705,,0,-22.919531,-43.607514,0.0,,,2023-07-18 13:01:27
902058,,43,-22.958379,-43.38251,0.0,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],2023-07-18 13:23:08
902021,,46,-23.0015,-43.365289,0.0,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:23:10
12728,,10,-22.948203,-43.653397,60.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:01
901068,,51,-23.008626,-43.44054,0.0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],2023-07-18 13:02:21
44731,,0,-22.920193,-43.607418,0.0,,,2023-03-08 09:32:40
902003,,40,-23.006659,-43.437078,49.9,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:15
902102,,35,-22.972374,-43.401626,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 12:43:48
901016,,22,-23.000712,-43.365268,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],2023-07-18 13:23:09
901082,,53,-22.892469,-43.4002,58.7,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2023-07-18 13:23:15
902061,,46,-22.960634,-43.389977,0.0,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:23:01
902066,,35,-22.854269,-43.251672,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 13:23:14
902005,,40,-22.964476,-43.391783,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 12:45:43
902052,,46,-22.852775,-43.313117,0.2,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:00
902050,,46,-22.854852,-43.25206,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:17:00
12716,,10,-23.000995,-43.364485,14.1,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2023-07-18 13:16:48
902016,,40,-22.964498,-43.391725,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 12:29:21
902019,,40,-22.965282,-43.392088,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:09
E902009,,35,-22.964698,-43.391601,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-06 21:01:50
902063,,43,-22.839704,-43.240262,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 12:54:51
902017,,40,-22.956771,-43.3794,53.2,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:10
E902015,,46,-22.964305,-43.391826,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:19:54
902057,,46,-22.954376,-43.376127,5.5,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:23:09
902060,,41,-22.93697,-43.37197,18.1,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],2023-07-18 13:23:12
902008,,40,-22.877941,-43.336241,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:08
902047,,46,-22.841332,-43.276019,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:01
902007,,40,-22.964544,-43.391833,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:08:26
902051,,46,-22.879002,-43.340518,43.8,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:23:09
902067,,43,-22.869911,-43.335452,27.2,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 13:23:09
901088,,53,-23.001347,-43.364303,9.3,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2023-07-18 13:10:20
901078,,52,-22.964499,-43.392072,0.0,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],2023-07-18 13:09:35
901098,,22,-23.000754,-43.364323,18.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],2023-07-18 13:20:18
901090,,53,-22.964654,-43.39167,0.0,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],2023-07-18 12:29:12
901055,,51,-22.915417,-43.398537,40.1,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],2023-07-18 13:23:09
901076,,22,-23.000909,-43.367749,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],2023-07-18 12:12:02
902054,,46,-22.922669,-43.373024,9.8,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:09
901079,,53,-22.973254,-43.384654,41.3,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:11
901084,,53,-22.98301,-43.365583,36.8,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2023-07-18 13:23:00
901070,,22,-23.00651,-43.315446,0.0,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],2023-07-18 12:47:11
902080,,46,-22.8891,-43.346327,0.0,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:23:15
901081,,53,-22.884547,-43.399244,0.0,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:15
902065,,41,-22.954633,-43.376447,22.6,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],2023-07-18 13:23:08
901069,,22,-23.006564,-43.314761,0.0,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],2023-07-18 12:34:46
901074,,52,-23.000956,-43.367378,0.0,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],2023-07-18 12:56:06
901085,,53,-23.000989,-43.367971,0.0,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2023-07-18 13:22:58
902073,,31,-22.932764,-43.372945,46.9,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2023-07-18 13:23:11
902030,,35,-22.972315,-43.401648,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 12:44:09
902071,,41,-23.008445,-43.440809,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],2023-07-18 12:02:33
902072,,43,-22.841605,-43.274946,20.9,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],2023-07-18 13:23:07
902101,,31,-23.000725,-43.36616,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2023-07-18 11:13:21
902068,,46,-22.972393,-43.401319,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:02:04
902064,,46,-22.933716,-43.372518,34.1,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:03
902070,,46,-22.837669,-43.290648,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:03
901083,,53,-22.967388,-43.397495,35.4,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2023-07-18 13:22:56
901087,,53,-23.00091,-43.367229,0.0,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2023-07-18 13:05:30
902085,,40,-22.958616,-43.383758,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:13
E902012,,40,-22.96469,-43.391868,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 12:54:29
E902001,,41,-23.002265,-43.43238,50.5,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],2023-07-18 13:22:56
E902006,,40,-22.964665,-43.392096,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 12:53:37
E902011,,40,-22.965226,-43.391183,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:14:00
E902014,,40,-22.964396,-43.391872,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 11:28:16
902002,,41,-23.008233,-43.440097,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],2023-07-18 13:18:47
901095,,51,-22.966714,-43.396889,1.0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],2023-07-18 13:23:05
902069,,46,-22.998642,-43.367714,58.9,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:22:53
902094,,35,-22.878589,-43.336305,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 13:23:09
903068,,17,-22.922327,-43.679592,8.9,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],2023-07-18 13:22:10
901097,,51,-23.00856,-43.440287,0.0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],2023-07-18 12:14:24
902081,,35,-22.94846,-43.372521,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 13:23:00
902075,,31,-23.000727,-43.366326,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2023-07-18 11:26:52
902013,,40,-22.964492,-43.391752,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],2023-07-18 12:32:17
902082,,31,-22.964858,-43.391649,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],2023-07-18 12:43:33
903062,,17,-22.916352,-43.613293,54.0,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],2023-07-18 13:23:12
902089,,31,-22.964855,-43.391702,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],2023-07-18 12:56:53
903041,,42,-22.839575,-43.23976,0.1,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],2023-07-18 13:09:22
903051,,42,-22.839694,-43.239669,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],2023-07-18 13:07:47
902055,,43,-22.839836,-43.240154,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 12:31:52
903044,,0,-22.971952,-43.400763,0.0,,,2023-07-18 12:48:17
902086,,31,-22.965663,-43.391852,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],2023-07-18 12:39:03
903036,,17,-22.927517,-43.677574,6.4,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],2023-07-18 13:23:05
902043,,46,-22.97326,-43.389428,61.4,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:22:57
902036,,46,-22.854916,-43.252061,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:11:30
903039,,17,-22.931693,-43.657237,24.8,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],2023-07-18 13:23:02
903047,,0,-22.971893,-43.40081,0.0,,,2023-07-18 11:30:35
902074,,31,-23.000736,-43.365981,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2023-07-18 11:21:47
902039,,46,-22.854744,-43.252,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:13
903040,,17,-22.91737,-43.684395,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],2023-07-18 13:22:58
902044,,46,-22.854771,-43.252037,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 12:45:30
902038,,43,-22.854334,-43.251931,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 13:08:14
903048,,42,-22.83978,-43.239627,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],2023-07-18 12:44:32
902041,,46,-22.972587,-43.401591,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 11:59:44
903064,,42,-22.838934,-43.241449,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],2023-07-18 13:23:02
902037,,46,-22.860787,-43.329903,39.6,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:22:57
903069,,17,-22.901741,-43.554986,0.0,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],2023-07-18 13:10:40
902034,,46,-22.939696,-43.372399,52.6,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:23:11
902088,,31,-23.001394,-43.367017,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2023-07-18 12:27:59
902042,,46,-22.854254,-43.251857,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],2023-07-18 13:07:32
902040,,43,-22.965641,-43.391772,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 13:20:17
903049,,17,-22.918004,-43.683994,0.2,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],2023-07-18 13:23:05
903038,,17,-22.803881,-43.341474,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],2023-07-18 13:18:53
903053,,17,-22.922734,-43.679524,25.4,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],2023-07-18 13:11:24
903042,,0,-22.971958,-43.400751,0.0,,,2023-07-18 12:49:32
12732,,20,-22.92017,-43.608156,0.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],2023-07-18 13:23:11
902087,,35,-23.000686,-43.367454,0.0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],2023-07-18 13:22:57
903050,,42,-22.876258,-43.329647,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],2023-07-18 02:01:11
903067,,17,-22.903085,-43.556486,24.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],2023-07-18 13:23:11
902076,,43,-22.839759,-43.240187,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],2023-07-18 12:02:03
902083,,31,-23.000759,-43.366043,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2023-07-18 12:46:02
902096,,35,-22.972572,-43.401601,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 12:23:07
902084,,31,-22.964628,-43.391912,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],2023-07-18 12:27:00
902100,,35,-22.92043,-43.368771,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 13:22:58
903059,,17,-22.901663,-43.554879,11.3,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],2023-07-18 13:17:54
903043,,50,-22.876568,-43.329519,1.1,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],2023-07-18 12:16:19
902079,,46,-22.850409,-43.308973,37.4,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:23:11
903066,,17,-22.916439,-43.620515,39.8,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],2023-07-18 13:23:02
902098,,31,-22.964869,-43.391806,16.1,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],2023-07-18 13:23:04
902099,,31,-23.000729,-43.365901,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2023-07-18 12:52:30
902093,,31,-22.876981,-43.330304,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],2023-07-18 13:12:08
902091,,35,-22.877013,-43.339932,39.1,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 13:23:02
901099,,22,-23.000108,-43.366181,37.3,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],2023-07-18 13:23:11
903046,,50,-22.972111,-43.401966,29.5,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],2023-07-18 13:23:02
902077,,46,-22.985758,-43.365641,60.2,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],2023-07-18 13:22:57
902104,,31,-23.00063,-43.366253,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2023-07-18 13:03:05
902106,,35,-23.001206,-43.36426,8.7,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],2023-07-18 13:23:02
902108,,35,-22.876411,-43.330358,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2023-07-18 13:01:23
902109,,35,-22.879152,-43.337828,35.6,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],2023-07-18 13:22:56
903061,,17,-22.911331,-43.589829,10.7,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],2023-07-18 13:23:16
903070,,17,-22.837716,-43.365127,49.6,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],2023-07-18 13:22:59
86835,,18,-23.006983,-43.312576,0.0,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],2023-07-18 13:06:34
44706,LRG8855,13,-23.000685,-43.366298,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],2023-07-18 13:16:17
50305,,0,-22.919864,-43.60795,0.0,,,2023-06-25 15:02:37
903065,,17,-22.927762,-43.677313,27.7,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],2023-07-18 13:22:25
